baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000056413.16	488.245514677499	5.94411370824523	0.254263211468717	23.3777968661289	7.19008909706636e-121	2.70569589167241e-118
ENSMUSG00000015468.14	471.24422707294	5.99045850235788	0.256291273633581	23.3736342928415	7.92628236558061e-121	2.92946903786468e-118
ENSMUSG00000063011.7	8525.8689878833	1.94745453605652	0.0838431949385643	23.2273416761314	2.41080065456755e-119	8.75374406097975e-117
ENSMUSG00000005968.14	903.742948454658	2.8320161930027	0.122275674223485	23.1609125117281	1.12861792167645e-118	4.02741467671336e-116
ENSMUSG00000046410.10	441.11482902278	4.26941261427562	0.184728128544408	23.1118706605056	3.51752324557434e-118	1.23393523073987e-115
ENSMUSG00000041607.17	443.687146886751	5.01815755590578	0.217559194304006	23.0657112514108	1.02319363982429e-117	3.5295064605739e-115
ENSMUSG00000024479.3	754.794369247554	7.38555218065216	0.321139648246783	22.9979456631175	4.8872287768599e-117	1.6582126884372e-114
ENSMUSG00000018920.11	364.331335751449	3.70671454051792	0.163678941874328	22.6462518517741	1.51896300573453e-113	5.07064150478833e-111
ENSMUSG00000042377.8	352.820792347678	4.35575390756999	0.193122942069073	22.5543058784393	1.21835306321664e-112	4.00257989672932e-110
ENSMUSG00000030513.14	1240.47105001493	2.47543652138756	0.109882217565015	22.5280903156409	2.20249028114469e-112	7.12264708575808e-110
ENSMUSG00000021118.7	402.484694306151	5.27430107252229	0.234194032047204	22.5210737712531	2.5803980912267e-112	8.21638450678755e-110
ENSMUSG00000020435.17	379.239289634278	4.64155114975268	0.206572484579252	22.4693581974705	8.2778779557695e-112	2.59586727349335e-109
ENSMUSG00000084128.10	460.023189374065	4.29871207541673	0.191338165789047	22.466568850441	8.81435161155914e-112	2.72284530305134e-109
ENSMUSG00000026380.10	355.033156305333	4.90569455665401	0.220688376128201	22.2290572920987	1.79872089650626e-109	5.47472446985147e-107
ENSMUSG00000024011.17	390.578623383763	5.20750674276123	0.235671422263643	22.0964709795643	3.41756453141404e-108	1.02512076966198e-105
ENSMUSG00000002799.6	448.503111013588	4.58577041897015	0.207871006122777	22.0606543668799	7.54830584388108e-108	2.23181837215438e-105
ENSMUSG00000044041.4	973.372134265628	8.60651235243906	0.391402735633827	21.9888916680715	3.67862920210587e-107	1.07234631825331e-104
ENSMUSG00000044017.16	444.576310854729	6.28128129841233	0.286055220563987	21.9582823415288	7.2176121984035e-107	2.07476277319941e-104
ENSMUSG00000037411.10	7339.61681440135	-2.11106709570049	0.0962573406012284	-21.931492003775	1.30091232523688e-106	3.6883537527983e-104
ENSMUSG00000068876.16	639.836884714502	7.58089290299338	0.34643270608361	21.8827286508098	3.79447740304035e-106	1.06127430825305e-103
ENSMUSG00000038732.15	761.086815863944	2.97863672915595	0.136716513455497	21.7869564829528	3.08484006816976e-105	8.51292465212128e-103
ENSMUSG00000025813.14	500.561022534157	3.09390583405281	0.142330957104932	21.7374062325167	9.08921670390453e-105	2.47525681737779e-102
ENSMUSG00000026110.15	403.078737362492	3.49137141850933	0.160985739241185	21.6874577522587	2.6947283992604e-104	7.24321995837564e-102
ENSMUSG00000056724.15	632.394877998279	3.20549017334918	0.148705517977041	21.5559598389891	4.65516773159543e-103	1.23523085308757e-100
ENSMUSG00000063727.3	1672.24326184043	-2.42183321975054	0.1123990868492	-21.5467339427748	5.68161030854115e-103	1.48850998171995e-100
ENSMUSG00000033987.16	765.801316757634	4.69204866373154	0.218906042579144	21.4340755899196	6.42979735733885e-102	1.66346894881053e-99
ENSMUSG00000003526.12	346.91599516355	4.93714145818007	0.231099688801682	21.363687176649	2.90916580920558e-101	7.43345737692938e-99
ENSMUSG00000022665.15	16097.6670439139	-1.66689356061541	0.078233501017003	-21.3066466276785	9.85026084516306e-101	2.48622986234561e-98
ENSMUSG00000003279.17	470.408306277011	6.64521685686173	0.313024151743763	21.2290867009566	5.14527023027974e-100	1.28303202356747e-97
ENSMUSG00000000308.14	377.306853335235	6.08307301681961	0.286606929308604	21.2244450317168	5.67927297699447e-100	1.39933229529589e-97
ENSMUSG00000033644.5	535.119380350345	7.25036600096134	0.34162954259379	21.2228894079641	5.8703381763641e-100	1.42939281454362e-97
ENSMUSG00000023043.7	433.63424858206	6.16061795299852	0.293559416707336	20.9859319864379	8.81775158795132e-98	2.12210470483521e-95
ENSMUSG00000022055.7	430.695211754231	5.57900919262992	0.265933347361767	20.9789755514957	1.02068599326641e-97	2.42817678191205e-95
ENSMUSG00000041439.15	889.181890131309	2.84868564241922	0.136140781811245	20.9245576859462	3.20019247228483e-97	7.52663449987262e-95
ENSMUSG00000044646.15	637.803122682853	3.26750029868	0.156959812877514	20.8174324292157	3.00881408832164e-96	6.9970140658419e-94
ENSMUSG00000016028.11	383.566666431856	6.3479375649364	0.305033747353005	20.8106074164644	3.46921509130248e-96	7.97803830496528e-94
ENSMUSG00000017861.11	456.08872197938	3.32646704807835	0.1600650151899	20.7819744004138	6.30132191791431e-96	1.4331698871986e-93
ENSMUSG00000029832.16	326.535099091337	4.89280028547615	0.235984440697956	20.7335715482132	1.72500657012081e-95	3.88070228062939e-93
ENSMUSG00000021678.9	345.358230950258	4.21976584667449	0.203985975012035	20.6865488984011	4.57832323696678e-95	1.01889845199464e-92
ENSMUSG00000057963.9	695.806827970871	3.18796080546801	0.154675165145826	20.6106830560836	2.20103891144024e-94	4.84626620745517e-92
ENSMUSG00000041362.17	466.508912332925	3.37960518611477	0.164468217072252	20.5486825739108	7.90802750001542e-94	1.72286784387178e-91
ENSMUSG00000025582.4	426.263580264403	3.10578889041652	0.151348309814742	20.52080326644	1.40373845501865e-93	3.02637237536678e-91
ENSMUSG00000028179.12	532.177206122196	3.04129726360607	0.148325267090948	20.5042426233506	1.97317342913884e-93	4.21018252194707e-91
ENSMUSG00000030353.15	648.003294009876	2.66645758307195	0.130062442298085	20.501364851821	2.09339093717911e-93	4.42111349253021e-91
ENSMUSG00000024812.11	1862.1804048824	2.05356743055508	0.100212291318141	20.4921712051835	2.5286149003654e-93	5.2863376356427e-91
ENSMUSG00000030093.7	370.131764512289	6.52201681357982	0.319108072991824	20.4382695568687	7.64003499212811e-93	1.58125804232076e-90
ENSMUSG00000071847.13	988.579701503532	2.16504205829296	0.106043670587502	20.4165137466312	1.19278574497386e-92	2.44426599640832e-90
ENSMUSG00000039457.4	329.159744657485	3.88101906524112	0.19075426278051	20.3456478962506	5.07372193977184e-92	1.02951787242606e-89
ENSMUSG00000028128.13	1810.1879322913	-2.09142842152968	0.102850681894287	-20.3346091927646	6.3543741601146e-92	1.27685904846497e-89
ENSMUSG00000022865.14	1036.2971671354	3.41154580154321	0.167864405768529	20.3232232939689	8.0137900058216e-92	1.59482126683163e-89
ENSMUSG00000102752.1	294.917984013135	4.09864196367587	0.202153492642007	20.2749005723792	2.14224374279619e-91	4.2226684518717e-89
ENSMUSG00000053030.11	725.623941487764	8.18096984602699	0.404247135246251	20.2375456316925	4.57386696996391e-91	8.93069100729652e-89
ENSMUSG00000029154.13	746.563367273642	8.32095780274186	0.411828843133536	20.2048932256155	8.86612146190761e-91	1.71497304576731e-88
ENSMUSG00000019996.17	308.314142412012	4.805504146848	0.238047048994761	20.1872031900456	1.26844637730891e-90	2.43083654362615e-88
ENSMUSG00000022102.13	308.40996879082	5.62082694971734	0.278531397596892	20.1802274293405	1.46072594070054e-90	2.77363713712652e-88
ENSMUSG00000021182.16	303.964676987632	4.02354890095296	0.199480933590041	20.1700925925175	1.79302724591871e-90	3.3736622644345e-88
ENSMUSG00000022346.16	4868.86533020073	2.52689118012825	0.125490024746912	20.13619158355	3.55655090319306e-90	6.63152558949431e-88
ENSMUSG00000028434.12	987.674919138478	2.52396966815824	0.126006328682587	20.0304992181478	2.98649164814837e-89	5.51887657515418e-87
ENSMUSG00000042216.13	366.563549430791	3.35297196926045	0.167535241503592	20.0135323121766	4.19819315715491e-89	7.68938086492347e-87
ENSMUSG00000029449.11	352.196150843285	3.81380650929791	0.190640567742048	20.0052200560916	4.95992519690966e-89	9.00487471933677e-87
ENSMUSG00000024965.9	352.17345360484	5.43419361897575	0.272481276855604	19.9433652164493	1.71154013120134e-88	3.08032574743253e-86
ENSMUSG00000085925.3	339.092857768674	3.26093608523379	0.164702125751476	19.7989920916644	3.03709610816593e-87	5.41886018540606e-85
ENSMUSG00000031075.19	2040.04680272829	1.83752368440679	0.092940283022657	19.771014512177	5.29014301180712e-87	9.35812734319419e-85
ENSMUSG00000092586.8	2392.87015654447	11.0061699725724	0.563657993094731	19.5263264380297	6.55914367720956e-85	1.15046268378988e-82
ENSMUSG00000028954.11	2709.98734493917	1.81210793470548	0.0928895811196081	19.5081936301569	9.35290540919151e-85	1.62669817860535e-82
ENSMUSG00000027456.8	292.162715319596	5.89955891537305	0.305178159075851	19.3315240292367	2.91673654106013e-83	5.03064134919347e-81
ENSMUSG00000026638.15	457.448445520662	7.32989698055495	0.379384871952236	19.3204777587383	3.61291222255608e-83	6.17987142729282e-81
ENSMUSG00000044737.6	437.394502769636	7.18280131276259	0.372148294996791	19.3009115165354	5.27701056272786e-83	8.95231865711299e-81
ENSMUSG00000025481.12	250.308552545551	4.61764782456401	0.239287479420731	19.2974903481889	5.63818329050192e-83	9.48727476126164e-81
ENSMUSG00000035852.11	767.160895643364	8.71107541551532	0.452767989651896	19.2396008874495	1.72531718057919e-82	2.87974916826189e-80
ENSMUSG00000002384.2	250.285773657285	4.44826524237361	0.231304320525545	19.2312241823531	2.02784457926141e-82	3.35762394055788e-80
ENSMUSG00000033491.13	661.811712972415	2.67744262400752	0.139366153025012	19.2115701401832	2.96171544483972e-82	4.86497020332125e-80
ENSMUSG00000040152.8	95092.372955516	-1.8736310120191	0.0977903407872326	-19.159673613324	8.03756561674925e-82	1.30987004385716e-79
ENSMUSG00000006310.10	296.291413185984	5.64379381174191	0.295702372866229	19.086061965066	3.2970746828588e-81	5.33121521180692e-79
ENSMUSG00000027377.2	380.008955409521	7.06056470867029	0.370650454866677	19.0491192334028	6.68169332300102e-81	1.07202330779963e-78
ENSMUSG00000034382.14	239.829736156246	4.17244410319903	0.219281801902737	19.0277718761621	1.00433137892641e-80	1.59897281151076e-78
ENSMUSG00000052180.15	292.822335267233	4.70444589079391	0.247603580628326	18.9999105782548	1.70835281600268e-80	2.69906704067233e-78
ENSMUSG00000003283.15	359.546929459243	3.51820555760689	0.18588864528944	18.9264145323606	6.91091175478698e-80	1.08359954991535e-77
ENSMUSG00000030168.13	2459.76634081745	2.07937701928129	0.109891172300022	18.9221479374542	7.49374020277817e-80	1.16614993215714e-77
ENSMUSG00000031298.15	2017.88506750836	-1.94585264163948	0.102969715088409	-18.8973295688814	1.19973059835605e-79	1.85304658165486e-77
ENSMUSG00000042367.12	553.078964104686	3.16409696100807	0.168011948627896	18.8325710572868	4.08440822968993e-79	6.26185163925129e-77
ENSMUSG00000026450.14	360.229378393693	6.98446177661287	0.371521938451467	18.7995944619708	7.60959546610161e-79	1.15805733354342e-76
ENSMUSG00000025085.16	1483.57457393986	2.08915570811707	0.111204758713859	18.7865675199447	9.72709893973559e-79	1.46950194712195e-76
ENSMUSG00000028111.4	1459.19597129984	-1.73637727707859	0.0927313715889325	-18.7248096013909	3.10780655155632e-78	4.66103421721457e-76
ENSMUSG00000098678.1	271.527656679966	5.95347346717245	0.318472843689334	18.6938182804057	5.55884679278693e-78	8.2770828827562e-76
ENSMUSG00000023092.16	1708.90088937848	-1.72002217693824	0.0920553176058212	-18.684658547411	6.59997888309937e-78	9.75712592453626e-76
ENSMUSG00000036473.16	1508.73350206754	1.84283226919327	0.0989560157691795	18.6227411731267	2.10174924805845e-77	3.08509958773516e-75
ENSMUSG00000033361.13	591.331119256993	2.39740180553836	0.129053259220085	18.5768404457718	4.94792177611832e-77	7.2117702112902e-75
ENSMUSG00000027544.16	366.690366873598	7.0981142732815	0.382678828939455	18.5484895857788	8.3875941641471e-77	1.21397228262484e-74
ENSMUSG00000087166.9	1534.22192795555	10.3636502189694	0.563657167588996	18.3864427082498	1.68691737538347e-75	2.42459228599386e-73
ENSMUSG00000047501.3	1467.29793570855	10.3008387384537	0.560727457215076	18.3704910574811	2.26354597454138e-75	3.23093869207468e-73
ENSMUSG00000006342.15	315.33614442459	3.44394093777334	0.188661749478565	18.2545796765477	1.90269482444104e-74	2.69726539599015e-72
ENSMUSG00000039621.13	362.298931794371	3.68040112342776	0.202687807920069	18.1579798074443	1.11036043796212e-73	1.56334217581646e-71
ENSMUSG00000031803.8	248.342317358308	5.61200626869357	0.30972427601247	18.1193619723487	2.24179563447507e-73	3.13503001667098e-71
ENSMUSG00000014846.12	536.261446804704	3.64862587123445	0.201386237533447	18.1175531949073	2.31671134452363e-73	3.21805199312789e-71
ENSMUSG00000028581.17	355.678621790997	7.14765310007882	0.395197000078143	18.0863040424535	4.08586923635564e-73	5.63768237232352e-71
ENSMUSG00000051375.15	329.06004340139	2.84661159676157	0.157396195549191	18.0856442357397	4.13506894622457e-73	5.66778291258343e-71
ENSMUSG00000000120.6	241.290638799025	5.29948952197646	0.293054809238133	18.0836121944348	4.29033320343238e-73	5.84190962575263e-71
ENSMUSG00000021895.10	538.305243873215	2.53001264254615	0.140240769723811	18.0404931285584	9.37040292954851e-73	1.26757666295991e-70
ENSMUSG00000020173.17	709.360181833043	2.1942053248301	0.121880938926813	18.0028587254951	1.8501776106064e-72	2.48656662381303e-70
ENSMUSG00000024529.14	35424.1577687084	-1.5757034203442	0.0876305039829346	-17.9812205650564	2.73407074665024e-72	3.6507782092529e-70
ENSMUSG00000051076.8	216.448439149423	4.73909096767942	0.264180067017968	17.9388665510373	5.86390279345065e-72	7.77982026384923e-70
ENSMUSG00000020782.18	808.779838640564	3.29939325618293	0.183935406902585	17.9377821363689	5.97944678030387e-72	7.88258662496491e-70
ENSMUSG00000011179.8	2561.83212534293	1.53477963791057	0.0856100195934138	17.9275702213324	7.18518299531616e-72	9.41213496544674e-70
ENSMUSG00000042306.11	689.60577307302	8.69344783514364	0.486068650580564	17.8852263456204	1.53727659922633e-71	2.00107004869103e-69
ENSMUSG00000073722.3	563.213789102676	8.2610329166062	0.462151935050972	17.8751451418137	1.84195323995392e-71	2.38268163795789e-69
ENSMUSG00000002228.7	243.689134533617	3.85413747244206	0.2159598760724	17.8465441939316	3.07484678946019e-71	3.95280149077376e-69
ENSMUSG00000026249.10	14774.0852486379	-1.9089559260552	0.107142072689368	-17.8170524252386	5.21109491719632e-71	6.65765626550693e-69
ENSMUSG00000030091.17	516.889835874476	8.13929420563201	0.458302378613255	17.7596595292831	1.45112122551805e-70	1.8425678530397e-68
ENSMUSG00000027220.2	979.415269462174	-2.22941332838535	0.125554051130443	-17.7566021033374	1.53234889245165e-70	1.9338429894556e-68
ENSMUSG00000000889.8	232.647968341154	5.12976918692712	0.289437854722834	17.7232145112442	2.77587188561276e-70	3.48195275251681e-68
ENSMUSG00000044641.7	284.911585562268	3.03328393460725	0.171156339648644	17.7222996287142	2.82139214058319e-70	3.51773211648496e-68
ENSMUSG00000026981.15	4976.13704536767	-1.67714451439745	0.0946459871390511	-17.7201861916601	2.92941186383171e-70	3.63054115842664e-68
ENSMUSG00000044393.15	322.346684835728	7.00233538129957	0.397108661266965	17.6332980473375	1.36752198831361e-69	1.68473824953135e-67
ENSMUSG00000025357.8	863.993644902066	2.08058579132463	0.118184896403548	17.6044981604111	2.27515195661631e-69	2.78632071278626e-67
ENSMUSG00000018411.17	225.115792997591	5.1981684312903	0.296276378059025	17.5449979014348	6.49552114817867e-69	7.90810595316787e-67
ENSMUSG00000028392.15	274.418564918551	6.50657962502241	0.371059031536814	17.5351603707748	7.72314159412977e-69	9.34771120314057e-67
ENSMUSG00000037465.10	1638.66045795244	1.82174714068419	0.103899922834114	17.5336717390327	7.92805604334288e-69	9.53994046099231e-67
ENSMUSG00000050296.14	292.488651979088	6.67755748265695	0.381503056597208	17.5032869781359	1.35234604777553e-68	1.61789052894857e-66
ENSMUSG00000036553.16	214.897938898847	3.47355576096903	0.198525404234711	17.4967822096075	1.51595239232569e-68	1.8031992335612e-66
ENSMUSG00000078670.3	304.327256875977	2.79112408275647	0.159627665022357	17.4852152499101	1.85710461397296e-68	2.19637109687991e-66
ENSMUSG00000024222.17	766.871332227148	2.11067995352347	0.121019698151794	17.4407967112599	4.04397042495488e-68	4.75557135711881e-66
ENSMUSG00000038028.9	845.48187235396	2.37663763571812	0.136392048594061	17.4250453763007	5.32661768213984e-68	6.22853142187843e-66
ENSMUSG00000054423.14	204.562932956427	4.21435699868285	0.242058446469504	17.410493457884	6.8689307934772e-68	7.98686857486503e-66
ENSMUSG00000049044.16	228.848500838219	5.48849948174192	0.315580708302558	17.3917458746557	9.52869503405757e-68	1.10176201742955e-65
ENSMUSG00000023039.17	505.92899442389	3.37067714728436	0.194407163725241	17.3382352928526	2.4205501468976e-67	2.78322924390776e-65
ENSMUSG00000041649.13	477.605620022177	3.28505055844655	0.190068357202372	17.2835216066442	6.26060436396819e-67	7.15888002878728e-65
ENSMUSG00000022596.3	1258.16640543905	2.37202236414268	0.137389250919061	17.264977778648	8.63370610636693e-67	9.81823160898222e-65
ENSMUSG00000032420.8	1375.9699688048	2.44296406174555	0.141586617305676	17.2542017616774	1.04049714521734e-66	1.17678521391056e-64
ENSMUSG00000026202.13	1818.53447123123	2.17812269134591	0.126307649985212	17.2445825062925	1.22897305012717e-66	1.38239430535229e-64
ENSMUSG00000092035.8	1381.78578633331	1.63795152338196	0.0949906644055818	17.2432894709358	1.25677687744482e-66	1.40602762337705e-64
ENSMUSG00000041605.16	271.494045889712	2.9817601728372	0.172946988398825	17.2408909830861	1.31002148760442e-66	1.4577158456424e-64
ENSMUSG00000092060.4	274.890311498025	4.31800526951267	0.251936053968361	17.139290710868	7.55668438934102e-66	8.36367362599952e-64
ENSMUSG00000052397.8	2232.34874500812	1.91243870389751	0.111609754393485	17.1350498376255	8.12832517753009e-66	8.94850777656066e-64
ENSMUSG00000014602.15	2169.82427955596	-1.76832837955307	0.103635886551811	-17.0628962455878	2.80306514501313e-65	3.06957879927708e-63
ENSMUSG00000035773.6	205.897504651622	4.54773459260045	0.266625033135422	17.0566677071564	3.1184424253998e-65	3.39696857255261e-63
ENSMUSG00000021696.9	314.396659167961	3.56032422091413	0.208871930641775	17.0454891184984	3.77572269344069e-65	4.09142055424827e-63
ENSMUSG00000038235.4	1196.50513487492	2.21923357691126	0.130632763442537	16.988338288407	1.00187488240469e-64	1.07998981464218e-62
ENSMUSG00000041235.12	262.841192114006	2.9502241752246	0.173798307828615	16.9749879160725	1.25780162639719e-64	1.34884560940635e-62
ENSMUSG00000074743.4	2627.8301499432	-1.55523666811466	0.0918206275383166	-16.9377699740253	2.36937664023935e-64	2.52778290324917e-62
ENSMUSG00000028766.10	186.199692937855	4.6863625303867	0.276850040846089	16.9274402707855	2.82396394032231e-64	2.99731188065902e-62
ENSMUSG00000030411.16	268.211278978766	3.43309952427638	0.202910735026272	16.9192602048969	3.24480648096266e-64	3.42641631308593e-62
ENSMUSG00000034730.17	373.995064660826	7.43105336792132	0.439650899199915	16.9021680188633	4.33664308843642e-64	4.55611685286135e-62
ENSMUSG00000029168.14	543.039698040889	8.50154210964756	0.503183701425996	16.8955037405914	4.85549357613939e-64	5.0754621487554e-62
ENSMUSG00000029246.14	918.601632109342	2.06311118752201	0.122126839022083	16.8931842012955	5.05023211661895e-64	5.25249518179208e-62
ENSMUSG00000001021.13	204.315669524284	5.78139390509309	0.342502143802949	16.8798765487999	6.32770059117437e-64	6.5482209567768e-62
ENSMUSG00000003469.9	249.900410240487	6.54217183592727	0.38950798797324	16.7959888832286	2.61115910328711e-63	2.68871442590713e-61
ENSMUSG00000032561.15	198.609482293487	4.81238250132073	0.286734595371981	16.7834038131242	3.22792034584837e-63	3.30733997019919e-61
ENSMUSG00000049493.13	202.598072215027	4.76913021852474	0.285368796271513	16.7121643320357	1.06884678526998e-62	1.08974984801639e-60
ENSMUSG00000028518.8	725.934440450221	2.60320910592466	0.155903294455154	16.6975888163383	1.36469215197695e-62	1.38456046418956e-60
ENSMUSG00000049969.3	535.56977488019	2.17142860205653	0.130077582262322	16.6933345799547	1.46551736701152e-62	1.47960063146524e-60
ENSMUSG00000035834.11	556.368442271803	2.84446316933184	0.170417024530167	16.6911913711316	1.51908902084769e-62	1.52624201283906e-60
ENSMUSG00000003032.8	4600.97436691784	1.96172849777702	0.117534169108544	16.6907080099009	1.53143827062284e-62	1.53121632304739e-60
